15,567,74,0,0,0
93,567,74,0,0,0
187,567,74,0,0,0
265,567,74,0,0,0
343,567,74,0,0,0
421,567,74,0,0,0
499,567,74,0,0,0
577,567,74,0,0,0
655,567,74,0,0,0
733,567,74,0,0,0
826,567,74,0,0,0
904,567,74,0,0,0
982,567,74,0,0,0
1060,567,74,0,0,0
1138,567,74,0,0,0
1216,567,74,0,0,0
1294,567,74,0,0,0
1372,567,74,0,0,0
1466,567,74,0,0,0
1544,567,74,0,0,0
1622,567,74,0,0,0
1700,567,74,0,0,0
1778,567,74,0,0,0
1856,563,74,0,0,0
1934,473,69,0,0,0
2028,463,71,0,0,0
2106,452,77,0,0,0
2184,443,86,0,0,0
2262,437,96,0,0,0
2340,435,101,0,0,0
2418,427,111,0,0,0
2496,417,122,0,0,0
2574,407,140,0,0,0
2667,403,159,0,0,0
2745,403,178,0,0,0
2823,405,193,0,0,0
2901,409,210,0,0,0
2979,412,215,0,0,0
3057,417,221,0,0,0
3135,427,226,0,0,0
3213,449,229,0,0,0
3307,454,230,0,0,0
3385,459,230,0,0,0
3463,471,228,0,0,0
3541,506,216,0,0,0
3619,522,201,0,0,0
3697,523,180,0,0,0
3775,512,147,0,0,0
3853,496,124,0,0,0
3946,482,107,0,0,0
4024,474,102,0,0,0
4102,466,98,0,0,0
4180,464,99,0,0,0
4258,447,108,0,0,0
4336,443,116,0,0,0
4414,441,124,0,0,0
4492,441,144,0,0,0
4586,457,169,0,0,0
4664,527,221,0,0,0
4742,608,266,0,0,0
4820,620,265,0,0,0
4898,628,260,0,0,0
4976,638,250,0,0,0
5054,644,237,0,0,0
5148,645,223,0,0,0
5226,645,216,0,0,0
5304,636,205,0,0,0
5382,634,203,0,0,0
5460,630,203,0,0,0
5538,599,205,0,0,0
5616,532,203,0,0,0
5694,480,187,0,0,0
5787,449,166,0,0,0
5865,406,148,0,0,0
5943,399,148,0,0,0
6021,393,146,0,0,0
6099,382,158,0,0,0
6177,380,161,0,0,0
6255,377,175,0,0,0
6333,389,207,0,0,0
6427,409,219,0,0,0
6505,417,212,0,0,0
6583,425,193,0,0,0
6661,428,182,0,0,0
6739,428,181,0,0,0
6817,428,181,0,0,0
6895,428,174,0,0,0
6973,428,174,0,0,0
7066,428,174,0,0,0
7144,428,174,0,0,0
7222,428,174,0,0,0
7300,428,174,0,0,0
7378,428,174,0,0,0
7456,428,177,0,0,0
7534,428,178,0,0,0
7612,428,178,0,0,0
7706,428,178,0,0,0
7784,428,178,0,0,0
7862,430,178,0,0,0
7940,430,178,0,0,0
8018,431,178,0,0,0
8096,431,178,0,0,0
8174,431,178,0,0,0
8268,431,178,0,0,0
8346,418,170,0,0,0
8424,401,160,0,0,0
8502,378,158,0,0,0
8580,369,166,0,0,0
8658,361,206,0,0,0
8736,374,222,0,0,0
8814,378,218,0,0,0
8907,395,211,0,0,0
8985,411,196,0,0,0
9063,402,185,0,0,0
9141,375,181,0,0,0
9219,354,195,0,0,0
9297,329,222,0,0,0
9375,320,272,0,0,0
9453,337,320,0,0,0
9547,364,332,0,0,0
9625,389,330,0,0,0
9703,436,310,0,0,0
9781,461,280,0,0,0
9859,464,252,0,0,0
9937,459,238,0,0,0
10015,449,236,0,0,0
10093,426,239,0,0,0
10186,406,244,0,0,0
10264,387,260,0,0,0
10342,388,283,0,0,0
10420,398,289,0,0,0
10498,401,283,0,0,0
10576,397,277,0,0,0
10654,388,278,0,0,0
10748,396,283,0,0,0
10826,397,282,0,0,0
10904,395,286,0,0,0
10982,397,298,0,0,0
11060,400,286,0,0,0
11138,400,281,0,0,0
11216,411,289,0,0,0
11294,418,277,0,0,0
11388,417,270,0,0,0
11466,424,272,0,0,0
11544,426,270,0,0,0
11622,415,268,0,0,0
11700,408,284,0,0,0
11778,418,283,0,0,0
11856,423,279,0,0,0
11934,423,291,0,0,0
12027,423,290,0,0,0
12105,424,286,0,0,0
12183,424,286,0,0,0
12261,418,286,0,0,0
12339,427,291,0,0,0
12417,418,296,0,0,0
12495,412,296,0,0,0
12573,411,299,0,0,0
12667,410,298,0,0,0
12745,402,295,0,0,0
12823,402,295,0,0,0
12901,399,294,0,0,0
12979,399,294,0,0,0
13057,397,291,0,0,0
13135,383,288,0,0,0
13213,392,293,0,0,0
13306,392,293,0,0,0
13384,391,293,0,0,0
13462,391,293,0,0,0
13540,391,291,0,0,0
13618,395,295,0,0,0
13696,395,291,0,0,0
13774,395,295,0,0,0
13868,400,295,0,0,0
13946,398,288,0,0,0
14024,397,293,0,0,0
14102,399,291,0,0,0
14180,393,295,0,0,0
14258,395,299,0,0,0
14336,398,294,0,0,0
14414,398,296,0,0,0
14508,399,296,0,0,0
14586,399,292,0,0,0
14664,397,299,0,0,0
14742,399,293,0,0,0
14820,393,300,0,0,0
14898,394,302,0,0,0
14976,399,298,0,0,0
15054,395,302,0,0,0
15147,402,301,0,0,0
15225,404,298,0,0,0
15303,404,299,0,0,0
15381,412,300,0,0,0
15459,410,297,0,0,0
15537,407,304,0,0,0
15615,409,303,0,0,0
15693,404,300,0,0,0
15787,395,309,0,0,0
15865,397,309,0,0,0
15943,392,307,0,0,0
16021,393,314,0,0,0
16099,394,309,0,0,0
16177,390,318,0,0,0
16255,397,320,0,0,0
16333,396,318,0,0,0
16426,396,323,0,0,0
16504,396,323,0,0,1
16582,404,324,0,0,1
16660,407,322,0,0,1
16738,394,323,0,0,1
16816,395,327,0,0,1
16894,394,327,0,0,1
16988,393,336,0,0,1
17066,399,333,0,0,1
17144,396,333,0,0,1
17222,400,337,0,0,1
17300,405,334,0,0,1
17378,403,335,0,0,1
17456,405,334,0,0,1
17534,404,334,0,0,1
17628,404,332,0,0,1
17706,404,328,1,0,1
17784,403,332,0,0,1
17862,407,324,0,0,1
17940,405,326,0,0,1
18018,411,329,0,0,1
18096,411,324,0,0,1
18174,406,327,0,0,1
18267,409,325,0,0,1
18345,403,322,0,0,1
18423,409,324,0,0,1
18501,416,314,0,0,1
18579,412,318,0,0,1
18657,418,319,0,0,1
18735,415,314,0,0,1
18813,407,324,0,0,1
18907,417,321,0,0,1
18985,411,317,0,0,1
19063,408,321,0,0,1
19141,410,316,0,0,1
19219,406,317,0,0,1
19297,408,320,0,0,1
19375,410,312,0,0,1
19469,409,316,0,0,1
19547,415,312,0,0,1
19625,413,310,0,0,1
19703,418,315,0,0,1
19781,421,308,0,0,1
19859,411,311,0,0,1
19937,422,309,0,0,1
20015,421,300,0,0,1
20108,419,306,0,0,1
20186,423,300,0,0,1
20264,409,304,0,0,1
20342,419,308,0,0,1
20420,421,295,1,0,1
20498,417,299,1,0,1
20576,420,292,1,0,1
20654,416,296,1,0,1
20748,422,302,1,0,1
20826,421,296,1,0,1
20904,414,301,1,0,1
20982,415,297,1,0,1
21060,409,302,1,0,1
21138,411,306,1,0,1
21216,414,296,1,0,1
21294,405,306,1,0,1
21387,415,302,1,0,1
21465,413,294,1,0,1
21543,409,302,1,0,1
21621,417,295,1,0,1
21699,410,294,1,0,1
21777,415,304,1,0,1
21855,417,291,1,0,1
21933,412,297,1,0,1
22027,418,302,1,0,1
22105,410,292,1,0,1
22183,403,305,1,0,1
22261,417,301,1,0,1
